# time [BJD], relative flux, relative flux error
2.458430284735952038e+06,1.112151527719152266e+00,1.337502781587618893e-02
2.458430305569370743e+06,1.156854182199270387e+00,1.340854309956781946e-02
2.458430326402788982e+06,1.139137121118708240e+00,1.339831788303630540e-02
2.458430347236206755e+06,1.155772035778305229e+00,1.340169201726011672e-02
2.458430368069633376e+06,1.137072988398627027e+00,1.339089761194087007e-02
2.458430388903049752e+06,1.154940111407637193e+00,1.340620800313722244e-02
2.458430409736465663e+06,1.153061496983636802e+00,1.340418951561501114e-02
2.458430430569881108e+06,1.103730004519840380e+00,1.338329585850485393e-02
2.458430451403295621e+06,1.128307572192971397e+00,1.339473562599372870e-02
2.458430472236709669e+06,1.132483400771317594e+00,1.338160765990913277e-02
2.458430493070123252e+06,1.144547867001993069e+00,1.338535183720116449e-02
2.458430513903536368e+06,1.153868028892446107e+00,1.339982362441711518e-02
2.458430534736948553e+06,1.156267505552015296e+00,1.340344656600159570e-02
2.458430555570360273e+06,1.136867554726094021e+00,1.339396831894189115e-02
2.458430618070591707e+06,1.161480014090011004e+00,1.341479934156230604e-02
2.458430638904001098e+06,1.147406240471867900e+00,1.340474734593703927e-02
