# time [BJD], relative flux, relative flux error
2.458364639869330451e+06,9.356288328022077661e-01,7.574007875724766796e-03
2.458364660702492576e+06,9.445663527019870775e-01,7.601837597913771623e-03
2.458364681535654236e+06,9.463564680089378012e-01,7.622047915880187513e-03
2.458364702368815430e+06,9.472032610886210735e-01,7.649710680903401040e-03
2.458364723201976158e+06,9.194836809764636021e-01,7.657165803370336032e-03
2.458364744035136420e+06,9.229873915644644100e-01,7.693284344068454170e-03
2.458364764868296683e+06,9.399569745583975511e-01,7.733315438904387815e-03
2.458364785701456014e+06,9.281182494423306784e-01,7.769910318173908759e-03
2.458364806534615345e+06,9.356246722985064324e-01,7.821269722374525266e-03
2.458364827367774211e+06,9.166462611372262481e-01,7.870876652475621016e-03
2.458364848200932611e+06,9.556059754143170215e-01,7.931221858378781700e-03
2.458364869034091011e+06,9.293435801363139070e-01,7.975845052704707422e-03
2.458364889867248479e+06,9.174331064072288600e-01,8.014818119626556867e-03
2.458364910700405948e+06,9.465312644953292054e-01,8.054128182677016551e-03
2.458364931533562951e+06,9.319795322542059335e-01,8.072640108572802509e-03
2.458364952366719488e+06,9.307978920788946287e-01,8.092207663378175875e-03
2.458364973199876025e+06,9.546856552386455697e-01,8.108477280125333739e-03
2.458364994033031631e+06,9.426356524654332381e-01,8.113341558971849318e-03
2.458365014866187237e+06,9.360887722249477960e-01,8.120322608535414030e-03
2.458365035699342377e+06,9.489034446293647118e-01,8.125940879593099644e-03
2.458365056532497052e+06,9.416517382327662666e-01,8.139878433501196442e-03
2.458365077365651261e+06,9.492794307001062304e-01,8.163316644682706846e-03
2.458365098198805470e+06,9.321372646348661251e-01,8.165076007201508765e-03
2.458365119031959213e+06,9.300901478038637871e-01,8.180976135983493089e-03
2.458365139865112025e+06,9.293226208804916677e-01,8.192819848970847238e-03
2.458365160698265303e+06,9.448733928317839537e-01,8.210519998017874396e-03
2.458365181531417649e+06,9.444087723683564084e-01,8.226099540549919667e-03
2.458365202364569530e+06,9.411627132584726718e-01,8.232178827366183962e-03
2.458365223197721411e+06,9.565376681135274728e-01,8.242307060405691665e-03
2.458365244030872826e+06,9.568152078302879504e-01,8.244649105650867990e-03
2.458365264864023775e+06,9.341411915884610950e-01,8.230820757561525466e-03
2.458365285697174724e+06,9.379158765925906804e-01,8.222478502672105408e-03
2.458365306530325208e+06,9.524652290511088637e-01,8.219261987742114070e-03
2.458365327363475226e+06,9.367355913335105866e-01,8.192425635191990727e-03
2.458365348196624778e+06,9.442447840266128267e-01,8.172405689325741227e-03
2.458365369029773865e+06,9.416774883718196376e-01,8.138058221779804688e-03
2.458365389862922486e+06,9.357869587570483150e-01,8.114234357866794908e-03
2.458365410696071107e+06,9.472974214364240364e-01,8.102929512688213098e-03
2.458365431529219262e+06,9.424352195083992578e-01,8.088186149183346912e-03
2.458365452362366952e+06,9.502121674386162509e-01,8.096759410510008179e-03
2.458365473195514642e+06,9.470236786775679816e-01,8.114002634821926296e-03
2.458365494028661400e+06,9.481933047663837488e-01,8.139064757593962932e-03
2.458365514861808158e+06,9.573927786428675368e-01,8.174401999559320273e-03
2.458365535694954451e+06,9.663927298488605988e-01,8.227286945226123388e-03
2.458365556528100744e+06,9.498299420825156991e-01,8.274216125380323347e-03
2.458365577361246105e+06,9.619630339023049759e-01,8.339309459547769240e-03
2.458365598194391467e+06,9.589583593118746752e-01,8.408649736566893226e-03
2.458365619027536362e+06,9.612587994566358374e-01,8.480825776371886046e-03
2.458365639860681258e+06,9.705989751759666051e-01,8.547094533793127627e-03
2.458365660693825688e+06,9.609461372011396385e-01,8.613539758790726350e-03
2.458365681526969187e+06,9.528135108655367835e-01,8.655532757756965317e-03
